SwitchPairs100000
70891
71899
71413
68569
70099
70225
71143
71647
73609
69649
71125
72439
72853
71233
70567
70621
71125
70963
72079
71305
71863
71701
73501
70585
73141
70459
72637
69901
71233
70603
72745
72025
70945
73375
71719
75535
73177
71539
69919
71827
72745
71647
70513
69127
70603
72943
67561
71791
72745
69451
70873
68713
72979
72187
74473
72079
69811
67849
72007
72385
73735
67939
70531
72421
69343
72961
72943
69937
70747
71485
71107
71359
69127
71683
70531
70333
71827
72529
69829
72187
73303
70711
71341
71197
73285
73339
74563
71773
72151
72043
70027
73285
71179
70225
72313
69973
71431
72349
71233
74113
70117
70657
69829
70459
74977
68713
68299
70729
70783
70693
72673
72565
69361
72313
69577
73483
71197
76057
69883
74059
71269
73447
71629
69181
71809
71161
68695
70261
70387
69469
72997
70351
70351
68011
73285
70891
72835
71269
70603
73303
68767
72133
72853
68137
70081
72979
72799
71971
72727
72529
70279
74149
71917
68623
75049
70441
70711
74941
70711
70855
71287
71881
70243
75427
71827
69973
72223
71917
69577
70153
69901
70675
74329
71287
70225
71953
72727
72889
70693
74005
69451
69325
69559
69649
73321
71143
76129
68659
70657
71989
75283
74095
69163
66013
72061
69181
74563
71845
69523
70855
69685
69667
69667
71791
74653
74329
68083
70711
69163
71269
72079
73447
68227
74527
67489
71791
69901
75265
74185
69703
74617
69973
75229
71881
69469
72439
68857
71935
69199
74617
71503
70297
72421
68461
69145
67957
71269
71395
72979
72493
72718
71647
73429
71665
73411
70981
70513
72205
73231
73897
69937
72439
72637
70891
74995
70477
72259
71557
72745
68965
72493
74293
72061
73807
70225
69361
74761
76057
73033
73393
69379
72241
71503
70225
69199
71197
70225
71215
70999
69451
69271
72781
74239
70423
71755
69451
70099
74869
70873
72511
71377
68659
70513
72637
69235
73285
68713
70999
73015
69415
70333
70207
72601
70711
71125
71989
71683
72583
69037
67057
73303
69181
71089
73195
68920
71773
68785
70999
70675
73267
71503
72331
73087
71233
73861
72313
74581
68587
69613
70585
71719
70945
69271
72763
69955
74257
70099
70171
71647
68695
71053
75535
73879
71233
71323
71053
71197
72187
72439
71107
70819
69955
71197
72835
73735
69217
74005
71665
71629
73159
73177
72403
70999
70009
68713
69595
72367
73627
72385
70315
74095
70675
70207
73573
70891
71701
74311
75301
71647
70171
72655
70657
70945
71359
70207
73933
72583
72979
71017
69685
67327
69307
69613
70027
70099
71791
72169
69505
71575
72385
69217
71863
73825
72619
70693
73429
73249
69829
70963
72115
67687
69181
70693
70369
71125
70765
69217
71521
71611
72583
71485
72529
71161
71845
68569
69937
69181
72961
71161
71395
69811
71161
70225
70315
71503
74131
72511
71197
73879
71287
69703
72691
70351
72133
71683
70243
74275
68011
71917
73177
67615
71971
71503
72961
71953
69883
70585
74365
73519
71863
70909
70819
70531
72367
70873
71161
73573
71485
71017
68875
71359
71593
71107
69019
71035
70333
72403
70351
72979
70117
71413
69001
73105
70981
72529
74059
69973
70423
73303
69739
72565
71107
73357
72655
74005
71305
69487
70099
68137
73231
71287
69181
70189
71701
66355
71593
73735
73861
74041
72493
68299
69289
72997
69703
68533
73825
70927
69919
70765
71701
71017
71359
71431
71539
71935
72727
68641
69721
71089
68731
69901
73015
72673
68371
67993
71701
71539
70711
72997
69847
70477
75121
70477
70765
72601
71737
70207
72637
71917
70639
75553
71323
72799
70567
70099
74941
71971
73069
73303
72151
72475
72979
72277
72907
72997
70981
69397
68641
71053
72097
67543
70765
68263
69091
69019
69739
68695
69163
71863
72781
73123
71845
70855
70963
71467
68425
68245
71971
69163
71629
72997
71593
70657
70279
72277
72547
71953
70909
72259
68623
73105
73249
73141
69415
71971
73429
