BreathFirst-2-1000
37060
36592
36808
36700
37303
37096
36979
37105
36997
36961
36664
36745
37240
37141
36565
37276
36727
36763
36943
36943
37096
37348
36889
37339
37177
37114
36736
37195
37492
36682
36970
37006
36970
36844
36394
36943
36538
36826
37204
37213
36826
36691
36934
37294
36853
36745
37285
37078
37303
37330
36547
36862
37168
37024
37204
37339
36961
37231
37357
36421
36547
36754
36718
37150
37132
37609
36664
36583
36952
36745
36916
37033
37681
36844
37105
37267
36700
37015
37447
37105
36979
37222
36979
37060
36610
36808
36997
36754
37096
36826
36700
37231
37384
36907
36808
36484
37204
36952
36745
37033
37069
36961
37312
36970
37474
37096
37060
37321
37051
36682
37411
37024
36394
36727
36808
37168
37348
37078
36907
37339
36898
36574
36934
36844
37159
37258
36475
36916
36520
37240
37222
36979
36763
37321
37168
36790
36682
36709
36925
36997
36907
37042
36691
37222
37339
37060
37195
37141
36817
36574
37051
36745
36745
36934
36601
36610
36844
36862
37177
37195
36808
36862
36493
36997
37213
37213
37051
37132
37186
37141
36934
37042
36808
36745
37258
37114
37249
37213
36916
36898
36808
37033
37285
37447
36997
36187
37132
36925
36349
36961
36907
37159
36943
36673
37285
37267
37546
37330
36619
36583
36727
36673
36736
37312
36871
36826
36997
36826
37096
37087
36826
37168
37141
36943
37222
37069
37195
37429
36556
36799
37294
37024
37069
37645
36925
36673
37060
37123
37087
37132
37231
36907
36592
36934
37060
36160
36691
37222
37330
36592
36673
37132
37015
37519
36664
36745
37231
37249
36853
37105
37141
37141
37096
36313
37033
37330
36754
36835
36673
36772
36997
37042
36970
36790
36781
36835
37537
37303
37456
37339
36655
37240
37042
37348
36475
36889
37420
37303
36988
37087
36925
36664
37024
36637
37240
36925
36799
37213
36655
36988
37402
36979
36871
36961
37483
36997
36916
37051
36772
36817
37339
36844
37060
36808
37204
36673
37303
37168
36997
37384
37294
36997
36970
36430
36988
37177
37303
37384
37375
36835
36880
37123
37276
37096
37069
37096
36808
36637
36916
37483
37159
36781
36655
37393
36943
36925
36691
36520
36439
37024
36079
36718
37123
36610
37366
36943
36592
37222
37195
36871
37402
36592
36691
36682
37456
36610
37222
36799
37276
36979
36628
36439
37231
36736
37627
37249
37231
37033
37321
37186
37168
37015
37069
37447
37186
36970
36997
36529
36646
37456
36889
37249
36934
37285
36880
37060
36988
36988
36268
37087
36799
37060
37123
37240
37384
36493
37249
36574
36673
36709
36736
36466
37087
37348
37258
36916
36862
37168
37159
36700
36853
36646
36970
37051
37078
37240
37132
36682
37123
37249
37294
37204
37456
37177
37420
37132
36817
37429
37141
36763
37258
37429
36772
