SwitchPairs100000
56644
56464
56545
56626
56608
56437
56770
56500
56752
56689
56572
56365
56914
56698
56563
56455
56707
56698
56770
56563
57391
56788
56806
56572
56419
56608
56374
56545
57085
56653
56662
56383
56689
56554
57517
56725
57427
56572
56446
56563
57076
56563
56878
56392
56464
56491
56518
57220
56707
56635
56419
56527
56725
56473
56581
56311
56509
56941
56833
56536
56815
56446
56554
56482
56680
56635
56410
56680
56473
56941
57157
56455
56482
56401
56941
56788
56752
56671
57085
56743
56950
56932
57949
56563
56689
56761
56761
56428
56923
56689
56599
56869
56626
56554
56635
56581
56653
57004
56653
56689
57229
57976
56509
57427
56320
57013
56680
56635
56473
56518
56725
56527
56563
57823
56518
56563
56662
56752
56662
56338
56491
56383
56554
56527
56689
56608
57175
56401
56491
56599
56374
56887
56644
56599
56554
56563
56500
56428
56401
56905
56428
56860
56725
56671
56671
57130
56338
56419
56563
56491
56680
56635
56554
56689
56572
56968
56779
56599
56617
56572
56626
56770
56806
56392
56824
56950
56815
56824
56617
57148
56833
56905
56707
57148
56329
56842
56455
56905
56365
56707
56536
56410
56770
56383
56842
56446
56500
56437
56806
56554
56491
56860
56752
56500
56905
56437
57166
56806
56338
56464
56455
56554
56446
57229
56626
56707
56707
56707
57301
56410
56779
56734
56545
57796
56671
56527
56473
56383
56698
57130
56707
56482
57850
56410
56734
56500
56779
56680
56590
56689
56554
56644
56788
56581
56428
56563
56932
57328
56491
56860
56455
57229
56977
56815
56527
56437
57130
56734
57328
56491
56500
56626
56905
56662
56662
56482
56905
56770
56491
56500
56707
56410
56662
56590
57166
56518
56527
56959
56788
56689
56689
56437
56950
56617
56662
56392
56581
56356
56635
56446
56518
56644
56707
56653
56896
56617
56815
56527
56680
57229
56329
56473
56914
56410
56554
56599
57031
56491
56572
56491
56689
57220
56932
56626
56599
56743
57031
56680
56392
56527
56518
56563
56563
56545
57040
57310
56653
56599
56491
56554
56896
56581
56698
56644
57202
56878
56653
56716
57157
56869
56824
56653
56554
56518
56437
56635
56653
56671
56878
56554
56806
56617
56572
58093
56644
56779
56473
56392
56698
56626
56770
56932
56590
56554
56347
56509
57013
56536
56959
56365
57112
56446
56617
56437
56662
56788
56545
56653
56869
56617
56590
56464
57166
56527
56518
56833
56905
56743
56437
56788
56608
56572
56887
56797
56617
