Dijkstra100000
34963
34828
34990
34729
35233
35377
35098
34972
35071
34828
35044
34702
34918
35242
35044
34963
35305
35179
35296
35449
34990
34810
35413
35539
35188
35332
34738
35143
35314
35386
34999
35638
34918
34990
34729
35089
35368
35341
35161
34900
35107
34792
34963
35188
35503
34783
34477
34972
34945
34999
34954
34630
35134
35233
34972
35017
34837
34927
35107
34855
35188
35440
34801
35179
34981
35224
35260
34945
35152
34927
35341
35008
35053
34819
35116
35044
35134
34756
35035
35179
35503
34999
35053
35206
34837
34945
34927
35116
35287
34990
34684
35458
35071
35206
35440
35170
35143
34720
34999
35332
34576
35251
35368
35071
35026
35062
34837
34900
35026
35224
35116
34900
35377
35323
35134
35494
34891
35026
35044
34855
35035
34729
34711
35413
34765
35278
34783
35287
35359
35215
35215
35062
35296
35062
35260
35332
34792
35089
35098
35080
34981
34990
34540
35107
35683
35260
35098
35611
34702
35233
34981
34882
35224
34774
35125
35197
34963
34819
35503
35566
35440
35080
35269
34981
35080
35341
34936
35440
34963
35440
34630
34936
35089
35710
34792
35278
34954
35377
34918
35305
34765
34720
35305
35161
35305
34909
35080
34783
35395
35458
35665
34918
35377
35242
35089
35125
34819
35008
35062
35737
35062
35242
34909
35512
34927
34855
35116
35404
35251
35062
35548
35152
35458
35260
35323
35008
35197
35008
35341
35440
35143
35035
34882
34810
34756
35116
34891
35368
35377
35350
34936
35377
35287
34999
35215
35404
35368
35170
35251
35161
35044
34819
35548
35044
35026
35386
34855
35071
35134
35062
35323
34801
35449
35413
34468
35278
34909
35404
34927
35251
34900
35125
34936
34999
35305
35521
35188
35008
35170
34765
34648
35251
34855
35170
34792
35062
35350
35323
35071
34846
34828
35125
35521
35080
34792
34855
35062
34936
35242
34936
34900
35017
34648
35062
35134
35080
35026
35089
35359
34621
34900
34864
35341
35314
35152
35575
35179
35161
35251
35305
35431
34918
35008
35134
35368
35359
35323
35287
35593
35098
34909
35305
35026
34657
34738
35116
34720
34936
35188
35017
35161
35287
35314
35287
35449
34990
35089
35422
34990
35242
35620
34828
35089
35143
35341
35251
35386
34882
34999
34873
34990
35287
34792
34999
35548
35053
35314
35026
35179
35233
35008
35368
35089
35206
34981
35494
34810
34684
35008
34963
34972
35440
35251
34792
34954
34954
34954
34846
35188
35116
34999
35152
34846
34873
35350
34963
34936
34819
35512
35098
35278
35170
34990
34963
35188
35287
35098
35395
35161
34963
34945
35143
35350
35251
35242
35404
35026
34837
35269
34999
34828
35476
35134
35188
35089
35404
35062
34945
34864
34855
35134
34918
35161
35377
35242
35152
35080
35242
35062
34531
35134
35296
34990
35161
35143
35089
34738
35332
35296
35215
35341
35224
34630
35134
34621
34972
34954
34900
35152
35053
35116
34900
35017
35485
35404
35224
35296
34729
34927
35332
34738
35332
34585
35368
35125
34720
35152
34918
35134
35233
35071
35017
35125
35377
35503
35143
34900
35242
35161
34873
35467
35638
35746
35080
35512
35026
35206
35350
35179
35278
34945
35395
35413
35296
35089
35323
34909
35116
35080
35125
35134
35305
35305
34864
35098
34702
35071
35188
34945
35215
35044
35395
35098
35062
34792
35251
35017
35395
35242
35143
34927
35017
35143
35422
35143
35143
34855
34801
35233
35107
35449
35305
34603
35575
35377
35143
34801
34981
34882
35458
35161
35170
35116
35089
34936
35026
35197
35350
35053
35035
35107
35179
35008
35305
35350
34981
34747
34855
35107
35440
34981
35593
34936
35242
34756
35296
35143
35323
35629
34891
35287
35053
35458
35512
34819
35035
35026
34882
35278
34801
34900
34765
35368
35071
34954
34801
34756
34873
35368
35098
34891
35125
35161
34882
34990
34936
34873
35224
34846
35440
35278
35386
35179
35359
34909
34999
35035
35242
35251
35026
34603
35242
34927
34801
34945
34765
35242
35314
34711
35152
35215
35242
35188
34855
35062
35125
35566
35215
35206
34972
35422
35314
35269
34765
34999
35125
34963
35395
35422
35188
35503
35548
35260
35224
35008
35314
35341
34963
35494
35179
34756
35485
35098
34855
35296
35125
35152
35071
35746
35206
35206
35008
35152
34279
35197
35539
34846
34945
34999
34738
34918
34990
35161
35089
35521
34963
35008
34900
34720
35206
35530
35026
35107
35296
34963
35143
34954
35368
34801
35134
35287
35269
35152
35233
35269
34702
35377
34918
35368
35629
35152
35134
35188
34882
35044
35314
35296
35134
35035
35098
34873
34999
35152
34945
35269
34846
34657
35134
35215
34936
35386
34981
35674
34990
35116
35242
34873
35503
34846
35152
35080
35035
35116
35044
35170
35071
35323
35404
34594
34918
35080
35116
35323
35359
34774
34891
34900
35548
34981
34801
35080
35107
35341
35044
35161
35026
35188
35143
35017
35323
35206
35089
34540
35368
34972
34864
35179
35233
35080
35125
34963
35314
35251
35071
35188
34963
35431
34945
35431
34963
35098
35188
35521
34729
35125
35323
35287
34972
35287
35233
35449
35098
35026
34846
35602
35125
35251
35152
35197
35233
35017
35008
34756
34963
35035
35188
35521
35233
35467
34918
35521
35467
34801
35179
35206
35323
35242
35386
35035
34837
34792
35179
35602
35053
35314
35017
35242
35152
34882
34873
35449
35044
35377
34810
35008
35035
35278
34729
35206
35233
35008
35188
35197
35053
34747
35422
34873
35359
35170
35161
35116
34909
35143
34891
35197
35341
34657
34801
35386
34711
35170
34981
35395
35314
34963
34891
35161
35422
34936
34954
35269
34981
34891
35098
35107
34549
34873
35278
35269
35008
35251
35269
35503
35368
34576
35197
35215
35098
34828
35089
34810
35593
35107
35404
34990
35512
35539
35098
34990
35062
34963
34792
34990
34792
35188
34702
35044
35287
35017
34666
35683
35035
34882
35260
35305
34819
35296
34999
35143
34999
35152
35125
35080
34981
34684
35107
34936
35206
34918
34918
34864
34999
35161
35170
35278
35611
35089
35143
35161
35170
35215
34954
35224
35152
35341
35503
35422
35206
35440
35494
35251
35206
34927
35035
35323
35170
35098
34972
34891
35287
35377
35323
35341
35215
34792
35017
35368
34801
35701
34693
35089
34702
35413
35422
34945
34918
35413
34954
35566
35188
34846
35242
35035
34792
35683
34828
34747
34729
35017
34954
35098
35431
35107
35476
34756
35071
35215
35161
34936
35287
34990
35152
35089
34801
35161
35278
35035
35197
35458
34954
35269
35269
34918
34990
34972
35062
35692
35323
34927
35188
35080
35215
34855
34963
35350
35035
35296
34945
35026
35296
35125
35512
35368
35278
35305
35215
35332
35278
35053
35278
35269
34819
34576
35242
34945
34963
34819
34846
34990
35116
35080
35224
35152
34918
35107
35305
34783
35161
35431
35125
35386
34873
35053
34873
35224
35485
35017
35116
35026
34855
35161
35152
35179
34909
35305
35035
34927
35125
35251
35017
35224
35098
35413
35197
35233
35575
35251
34756
34810
34828
35116
35098
34963
34999
34792
35089
35089
35260
34783
35341
35197
34846
34999
35242
35161
35449
35098
35125
35296
34783
35512
35017
35278
34999
35305
34756
34711
34918
34765
35395
34936
34936
35278
34756
35242
35107
35188
35278
34945
35215
35395
35035
35296
34882
34675
35458
35557
35035
34972
34846
35377
35035
34864
35008
34891
35251
35071
35008
35224
34927
34693
34900
35107
35251
35386
35035
35341
35179
35098
35062
35368
35341
35467
35152
34819
35071
35296
35233
34846
35260
34918
35215
35530
35035
34873
35206
34711
35170
35188
34918
34801
35107
34918
35359
35359
35314
34900
35080
35071
35170
35296
34558
35035
34765
35080
34990
35107
35503
34954
34918
34819
35089
34783
34954
35314
35341
34801
35350
35404
35287
35296
34909
34909
35350
35161
34963
35404
35044
35125
35278
34747
34774
35161
34945
35152
34927
35305
35026
35296
35242
35125
35242
35386
34846
35134
35089
35080
35611
34855
35125
35089
34855
34900
34900
35107
35341
35017
35233
35197
35161
35035
35179
34675
35251
35179
35395
35332
35233
35296
34999
34981
35215
35395
34828
35260
35170
35242
35242
35251
34981
35125
35431
34603
35269
35296
35143
34747
35062
35494
35224
34720
34819
35287
35314
34855
35071
35242
35530
35053
35188
35386
35305
35269
35638
35323
35539
35134
35017
35134
34972
35647
34918
35413
35008
35143
34900
35386
35152
35242
34819
34855
35080
35494
35350
35197
34675
34972
34972
34846
