SwitchPairsDijkstra10000
35359
35683
35260
34864
35422
35683
35440
35152
35665
35224
35413
35107
35269
35602
35476
34738
35206
35341
35611
35278
35926
35332
35332
35431
35287
35386
35440
35413
34846
35287
35764
35566
34702
35395
35188
35197
35476
35152
35161
35368
35485
35737
35359
35413
35386
35566
35368
35035
35503
35251
35035
35071
35728
35485
35152
35665
35413
35458
35611
34864
35170
35584
35611
34837
34783
35107
35044
35413
35449
35089
35332
35359
35674
35314
34729
35413
35197
35467
35683
35503
35296
35278
35278
35008
34972
35854
35251
35494
35746
35413
35413
35395
35458
35440
35251
35575
35098
35197
35494
35278
34999
35413
34954
35404
35449
35755
35593
35386
35422
35008
35134
35413
35404
35278
35521
35053
35638
35458
35557
35233
35872
34747
35170
35566
35287
34666
35719
34783
35242
35242
35296
35422
35674
35143
35566
35053
35368
35269
35296
35521
35476
35809
35440
35530
35530
35395
35044
35503
35341
35557
35197
35305
35134
35521
35800
35233
35575
35404
35161
35062
35539
35593
35458
35125
35476
35233
35224
34891
35062
35044
35377
34918
35296
34828
35269
35242
34891
35314
34774
35143
35449
35071
35125
35071
35206
35476
35323
35809
35179
35080
35530
35422
35053
35305
35467
35602
35332
34900
35620
35314
34972
34972
35584
35521
35395
35233
35215
35242
35557
35755
35278
35746
35809
35629
35206
35620
35197
35197
34927
35143
35377
35485
35854
35197
35224
35368
35251
35017
35368
35404
35116
35620
35170
35629
35296
35053
35233
34828
35350
35368
35161
35521
35278
35548
35188
34963
35161
35593
35395
35449
35449
35287
35017
35035
35071
35107
35269
35224
35395
35359
35224
35098
35044
34954
34792
35377
35458
34981
35395
35314
35143
35269
35107
35107
35287
35008
35224
35701
35458
35467
35278
35440
35557
35890
35728
35530
35350
35260
35422
35260
35737
35350
35161
35368
35233
35287
35296
35575
35323
34999
35548
35584
35575
35224
35269
35404
35602
35098
35296
34936
35278
35188
35449
35215
35224
35341
35449
35530
35296
35404
35503
35413
35224
35035
35143
35332
35593
35386
35224
35629
35773
35224
35197
35422
35215
35179
35683
35467
35512
35053
35512
34990
35143
35422
35215
34477
35080
35260
35071
34594
35341
35296
35188
35260
35395
35404
35467
35179
34909
34936
35071
35386
35404
35512
35737
35008
35071
35584
35314
35278
35449
35224
34981
35341
35692
35017
35755
35026
35566
35404
35305
35224
35530
35719
35566
35323
35305
35323
35251
35404
35215
35764
35395
35548
35503
34999
35269
35494
34918
35350
35143
35440
35341
35584
35098
35557
35512
35719
35071
35035
35179
35593
35395
35224
35476
35242
35323
35431
35476
35323
34963
35449
35296
35692
35674
35332
35341
35593
35341
34819
35215
35332
35584
35242
35206
35359
35386
35494
35449
35278
35494
35431
35071
35224
35800
35314
35467
35602
35053
35548
35296
34630
34981
35557
35116
35494
35152
35458
35206
35314
35260
35458
35557
35161
34936
35557
35125
35791
35269
35278
35422
35053
35098
35386
35224
35152
35161
35152
35575
35314
35476
35710
35251
35296
35836
35611
35467
34747
35458
35170
35161
35566
35107
35287
34864
35584
34855
35161
35314
35494
35179
35557
35377
35224
35170
35638
35224
35539
35368
34981
35017
35431
35854
35251
35053
35368
35341
35386
34954
35503
35368
35377
35701
35395
35323
35134
35017
35116
35170
35764
35116
35431
35602
34630
35080
35512
35179
35053
35134
35521
35161
35296
35458
35332
35395
35530
35170
35314
35071
35134
34891
35305
34954
35458
35206
35125
35107
35395
35143
35512
34837
35503
35305
35107
35089
34981
35260
35323
35575
35395
35548
35413
35314
35458
35602
35089
35629
35278
35368
35098
35728
34873
35341
34693
35152
35125
35566
35602
35953
35197
34909
35449
35566
35044
35170
35269
35458
35107
35350
35341
35098
35188
35575
35305
35071
35296
35296
35260
35251
35530
35287
35053
35476
35548
35296
34981
35368
35107
35485
35296
35863
35431
35395
34783
35296
35143
35503
35764
35296
35548
35449
35521
35098
35017
35260
35116
34828
35206
35458
35548
35458
35107
35431
35332
35134
35503
35530
35665
35116
35323
35593
35350
35548
34828
35089
35467
35431
34990
35080
35395
35638
35125
35224
35980
36160
34927
35449
35062
35350
36079
35188
34801
34990
35368
35278
35260
35251
35287
35287
35260
35323
35179
35467
34900
35206
35125
34999
35377
35116
35278
35197
34909
35143
35143
35611
35584
35134
35323
35557
35566
35593
35098
35377
34783
34972
35206
34765
35728
35332
34900
35359
35116
34765
35566
35332
35422
35017
34909
35224
35413
35152
35170
35692
35287
35296
35350
35053
35071
35179
35116
35485
35242
35332
35440
35233
35134
35098
35296
35620
35377
34972
35116
35341
35512
34990
34954
35548
35287
35593
35467
35422
35215
35260
34891
35053
35494
35242
35008
35305
35305
35503
35179
35512
35269
35512
35026
35179
35485
34954
35242
35395
35161
35620
35251
35341
35422
35278
35224
35134
35395
35359
35584
35224
35287
35008
35350
35314
35296
35233
35044
34972
35683
35197
35548
35116
35296
35062
35620
35008
35449
35521
35197
35206
35296
35215
35035
35143
35341
35350
35107
35512
35098
35386
35557
35278
34945
35521
35557
35242
35278
35512
35503
35287
35431
35305
35314
35098
35377
35386
35152
35359
35062
35494
35584
35764
35323
35314
35233
35305
35719
35548
35269
34756
35152
35134
35314
35269
35260
35458
35449
35260
35134
35692
35170
35152
35287
34819
34981
34819
35359
35458
35368
35440
35206
35404
35170
34999
35341
35377
35611
34954
35368
35575
35422
35458
35098
35188
34981
35107
35548
35458
35386
35386
35368
35503
35557
35332
35746
35305
35377
35350
35449
34990
35377
35341
35377
35278
35350
35611
35746
35278
35521
35062
35413
35143
35170
35071
35341
35431
35485
34954
35404
35134
35665
35278
35170
34954
35044
35530
35458
35035
35242
35557
35260
35062
35539
35053
35611
35404
35341
35008
35332
35494
35413
35017
35062
35296
35386
35809
34846
35143
35269
35080
35611
35188
35386
35170
35611
35062
35152
35161
35368
35188
34999
35422
35278
35305
34981
35107
35503
35656
35224
35269
35341
35215
35296
35008
34936
35080
35764
35476
35575
35260
35548
35665
35089
35314
35287
35062
35404
35251
35287
35350
35665
35314
34729
35746
35548
35251
35737
34936
35278
35440
35332
34954
34900
35269
35476
34999
35008
35134
35557
35431
35359
35071
35098
35611
35152
35683
35413
35665
35278
35206
35827
35062
35062
35458
35278
35422
34702
35503
35512
35224
35359
35638
35368
35323
35449
34900
35845
35332
35341
35494
35062
35359
35242
35575
35701
35170
35512
35602
35251
35314
35269
35368
34936
34855
35656
35386
35323
35548
35278
35260
35908
35278
35332
35134
35395
35413
35701
35161
35242
35053
35548
35431
35413
35395
35629
35098
35044
35215
35377
35683
35719
35224
35521
35035
35404
34963
35539
35089
35179
35530
35188
35071
35161
35287
35071
35062
35476
35314
35143
35026
35161
35530
35332
35143
35260
35305
35377
35017
34981
35413
35197
35242
35377
35665
35332
35305
35224
35323
35161
35431
35287
35134
35737
35116
35251
35368
35539
35557
35260
34900
35269
35314
35260
35386
35494
35125
35026
34864
34828
35224
35431
35152
35188
35773
34918
35314
35260
35044
35359
35242
35332
35251
35449
35368
35494
35350
35224
35413
35332
34864
35521
35278
35062
35377
35458
34792
35503
35530
35305
35485
35341
35683
35566
35485
35062
35305
35638
35233
35638
35674
35215
35809
35098
35116
35575
35395
35170
35233
35521
35125
35278
35539
35278
35287
35251
35422
35224
35242
35080
35341
35476
35080
35224
35548
35143
35575
35179
35791
35467
35485
35422
35431
34765
35143
35287
35530
35521
35125
35350
34963
35755
35278
35053
34774
35377
35521
35476
35107
35566
35206
35017
34774
34936
35764
35368
35485
35539
35098
35665
35359
35134
35080
35260
34855
34828
35035
35386
35179
35431
35278
35314
35485
35602
35233
35044
35071
35566
35017
35089
35305
35251
35323
35080
34945
35269
35449
35179
34981
35161
35440
35350
35530
35125
34990
35485
35341
35206
35125
35530
35071
35431
35161
35098
35458
35503
35269
35530
34675
35620
35296
35161
35611
35656
35098
35449
35314
35323
35647
35350
35503
35530
35377
35476
35413
35458
35539
35323
35575
34954
35773
35413
35287
35179
35134
35296
35611
35305
35260
35665
35548
35368
34783
35143
35521
35269
35296
35359
35368
35296
35278
35503
35197
35287
34945
35125
35719
35161
35206
35368
35710
35566
35206
35134
34882
35350
35413
35278
35089
35107
35197
35485
35323
35026
35386
35548
35296
35161
35170
35818
35629
35314
35008
35557
35620
34765
35440
35431
34900
35107
35602
35476
35449
35422
35134
35143
35089
35314
35305
35467
35260
35224
35449
35368
35485
35107
34990
35125
35728
35467
35314
35404
35170
35260
35422
35269
34756
35152
35467
35404
35359
35080
35368
35359
35566
35368
35557
35296
34927
35044
35611
35440
35215
35287
35341
35314
35215
35467
35476
35458
35620
35296
35278
35089
35179
35341
35179
35215
35386
35557
35314
35512
35260
35539
35125
35035
35098
35188
35098
35287
35314
35233
35485
35350
35206
35161
35089
34936
35332
35107
35593
35053
35602
35143
35197
35062
35242
35341
35314
35269
35377
35080
35260
35530
35287
35557
35260
35431
35449
35053
35467
35377
35179
35035
35134
35755
35179
35260
35116
35098
35881
35134
35242
35413
35026
34999
35341
35314
35395
35260
35332
35179
35395
35359
35134
35332
34945
35314
35305
35215
35161
35431
35422
35071
35278
35440
35539
35377
35296
35269
34900
35242
35404
35314
35341
35062
35422
35521
35206
35341
35116
34981
35053
35386
35215
35179
35332
34927
35530
35044
35188
35620
35152
35233
35170
35548
35269
34927
35377
35359
35260
35053
35683
35260
35026
35737
35089
35404
35332
35431
35512
35314
35134
35386
35377
35791
35179
35188
35332
35719
35512
35629
35395
35593
35026
34873
34855
35125
35404
35269
35737
35467
35224
35620
35080
35233
34927
35107
35224
35143
35170
35224
35269
35170
35431
35521
35152
34738
35188
35107
35440
35296
35035
35143
36016
35818
35224
35512
35557
35152
35260
35026
35224
35341
35620
35053
35296
35881
35503
35224
35341
34774
35332
35332
35332
34900
35197
35755
35737
35350
35161
35179
35008
35395
35305
35431
35674
35422
35683
35062
35017
34954
35395
35197
35323
35584
35431
35188
35359
35593
35332
34765
35287
35908
35710
35521
35701
35071
35575
35242
35557
34810
35557
35494
34837
34981
35062
34774
35530
35125
35134
35071
35350
35242
34963
35278
35134
35314
35449
35251
35341
35467
35197
35134
35197
35143
34990
35557
35188
35458
35260
35494
35107
35719
35557
35161
35413
35413
35719
35539
35314
35566
35665
35809
35179
35269
35242
35305
35143
35008
35350
35323
34855
35287
34846
35062
35053
35197
35296
35179
34918
35215
35305
35377
35323
35305
35368
35566
35269
35188
35152
35611
35332
35467
35449
35179
35431
35152
35422
35323
35539
35305
35359
35701
35233
35314
35584
35413
35296
35458
